hand: 23K8Q, type: HighCard, rank: 1, bid: 359, winnings: 359
hand: 7K557, type: TwoPair, rank: 392, bid: 458, winnings: 179536
hand: 7KA7K, type: TwoPair, rank: 393, bid: 905, winnings: 355665
hand: 83899, type: TwoPair, rank: 394, bid: 190, winnings: 74860
hand: 83993, type: TwoPair, rank: 395, bid: 670, winnings: 264650
hand: 86A68, type: TwoPair, rank: 396, bid: 866, winnings: 342936
hand: 87487, type: TwoPair, rank: 397, bid: 377, winnings: 149669
hand: 88499, type: TwoPair, rank: 398, bid: 27, winnings: 10746
hand: 886QQ, type: TwoPair, rank: 399, bid: 135, winnings: 53865
hand: 88TQT, type: TwoPair, rank: 400, bid: 292, winnings: 116800
hand: 8T28T, type: TwoPair, rank: 401, bid: 470, winnings: 188470
hand: 8Q33Q, type: TwoPair, rank: 402, bid: 239, winnings: 96078
hand: 8A787, type: TwoPair, rank: 403, bid: 351, winnings: 141453
hand: 8AKK8, type: TwoPair, rank: 404, bid: 172, winnings: 69488
hand: 93793, type: TwoPair, rank: 405, bid: 150, winnings: 60750
hand: 93932, type: TwoPair, rank: 406, bid: 180, winnings: 73080
hand: 94TT4, type: TwoPair, rank: 407, bid: 531, winnings: 216117
hand: 9T229, type: TwoPair, rank: 408, bid: 82, winnings: 33456
hand: 9T8T8, type: TwoPair, rank: 409, bid: 111, winnings: 45399
hand: 9TT92, type: TwoPair, rank: 410, bid: 755, winnings: 309550
hand: 9TQ9Q, type: TwoPair, rank: 411, bid: 554, winnings: 227694
hand: 9KQ9K, type: TwoPair, rank: 412, bid: 785, winnings: 323420
hand: 9A97A, type: TwoPair, rank: 413, bid: 415, winnings: 171395
hand: T22T9, type: TwoPair, rank: 414, bid: 167, winnings: 69138
hand: T488T, type: TwoPair, rank: 415, bid: 795, winnings: 329925
hand: T4A4A, type: TwoPair, rank: 416, bid: 746, winnings: 310336
hand: T664T, type: TwoPair, rank: 417, bid: 786, winnings: 327762
hand: T88T5, type: TwoPair, rank: 418, bid: 801, winnings: 334818
hand: T8TQQ, type: TwoPair, rank: 419, bid: 246, winnings: 103074
hand: TTQ44, type: TwoPair, rank: 420, bid: 369, winnings: 154980
hand: TQQ9T, type: TwoPair, rank: 421, bid: 657, winnings: 276597
hand: Q2244, type: TwoPair, rank: 422, bid: 464, winnings: 195808
hand: Q66Q7, type: TwoPair, rank: 423, bid: 595, winnings: 251685
hand: Q8448, type: TwoPair, rank: 424, bid: 507, winnings: 214968
hand: QTQ2T, type: TwoPair, rank: 425, bid: 872, winnings: 370600
hand: QQ2KK, type: TwoPair, rank: 426, bid: 654, winnings: 278604
hand: QQ448, type: TwoPair, rank: 427, bid: 951, winnings: 406077
hand: QQK77, type: TwoPair, rank: 428, bid: 584, winnings: 249952
hand: QK44K, type: TwoPair, rank: 429, bid: 207, winnings: 88803
hand: QK4Q4, type: TwoPair, rank: 430, bid: 288, winnings: 123840
hand: QK66Q, type: TwoPair, rank: 431, bid: 166, winnings: 71546
hand: QKK6Q, type: TwoPair, rank: 432, bid: 142, winnings: 61344
hand: K24K2, type: TwoPair, rank: 433, bid: 345, winnings: 149385
hand: K26K6, type: TwoPair, rank: 434, bid: 884, winnings: 383656
hand: K33QK, type: TwoPair, rank: 435, bid: 21, winnings: 9135
hand: K35K5, type: TwoPair, rank: 436, bid: 815, winnings: 355340
hand: K4K54, type: TwoPair, rank: 437, bid: 712, winnings: 311144
hand: K5AA5, type: TwoPair, rank: 438, bid: 996, winnings: 436248
hand: K65K6, type: TwoPair, rank: 439, bid: 383, winnings: 168137
hand: K787K, type: TwoPair, rank: 440, bid: 302, winnings: 132880
hand: K88TK, type: TwoPair, rank: 441, bid: 440, winnings: 194040
hand: KKT5T, type: TwoPair, rank: 442, bid: 254, winnings: 112268
hand: KKATT, type: TwoPair, rank: 443, bid: 459, winnings: 203337
hand: A2A66, type: TwoPair, rank: 444, bid: 575, winnings: 255300
hand: A6464, type: TwoPair, rank: 445, bid: 75, winnings: 33375
hand: A7Q7Q, type: TwoPair, rank: 446, bid: 242, winnings: 107932
hand: A85A5, type: TwoPair, rank: 447, bid: 80, winnings: 35760
hand: A8TT8, type: TwoPair, rank: 448, bid: 418, winnings: 187264
hand: A9339, type: TwoPair, rank: 449, bid: 321, winnings: 144129
hand: AQTQT, type: TwoPair, rank: 450, bid: 779, winnings: 350550
hand: AQA2Q, type: TwoPair, rank: 451, bid: 178, winnings: 80278
hand: AK33A, type: TwoPair, rank: 452, bid: 977, winnings: 441604
hand: AA688, type: TwoPair, rank: 453, bid: 809, winnings: 366477
hand: AAKK7, type: TwoPair, rank: 454, bid: 600, winnings: 272400
hand: J2484, type: ThreeOfAKind, rank: 455, bid: 341, winnings: 155155
hand: J2A52, type: ThreeOfAKind, rank: 456, bid: 935, winnings: 426360
hand: J3832, type: ThreeOfAKind, rank: 457, bid: 631, winnings: 288367
hand: J4Q74, type: ThreeOfAKind, rank: 458, bid: 225, winnings: 103050
hand: J5779, type: ThreeOfAKind, rank: 459, bid: 323, winnings: 148257
hand: J6282, type: ThreeOfAKind, rank: 460, bid: 465, winnings: 213900
hand: J7367, type: ThreeOfAKind, rank: 461, bid: 519, winnings: 239259
hand: J7445, type: ThreeOfAKind, rank: 462, bid: 957, winnings: 442134
hand: J82A2, type: ThreeOfAKind, rank: 463, bid: 839, winnings: 388457
hand: J833Q, type: ThreeOfAKind, rank: 464, bid: 165, winnings: 76560
hand: J9252, type: ThreeOfAKind, rank: 465, bid: 271, winnings: 126015
hand: JQ355, type: ThreeOfAKind, rank: 466, bid: 224, winnings: 104384
hand: JQ78Q, type: ThreeOfAKind, rank: 467, bid: 597, winnings: 278799
hand: JK2TT, type: ThreeOfAKind, rank: 468, bid: 904, winnings: 423072
hand: JK677, type: ThreeOfAKind, rank: 469, bid: 764, winnings: 358316
hand: JKK54, type: ThreeOfAKind, rank: 470, bid: 876, winnings: 411720
hand: JAA45, type: ThreeOfAKind, rank: 471, bid: 769, winnings: 362199
hand: 2J36J, type: ThreeOfAKind, rank: 472, bid: 559, winnings: 263848
hand: 2J6KJ, type: ThreeOfAKind, rank: 473, bid: 854, winnings: 403942
hand: 22J48, type: ThreeOfAKind, rank: 474, bid: 6, winnings: 2844
hand: 2227A, type: ThreeOfAKind, rank: 475, bid: 94, winnings: 44650
hand: 22297, type: ThreeOfAKind, rank: 476, bid: 7, winnings: 3332
hand: 22329, type: ThreeOfAKind, rank: 477, bid: 405, winnings: 193185
hand: 2238J, type: ThreeOfAKind, rank: 478, bid: 86, winnings: 41108
hand: 23383, type: ThreeOfAKind, rank: 479, bid: 276, winnings: 132204
hand: 26J77, type: ThreeOfAKind, rank: 480, bid: 1, winnings: 480
hand: 26322, type: ThreeOfAKind, rank: 481, bid: 104, winnings: 50024
hand: 27T7J, type: ThreeOfAKind, rank: 482, bid: 577, winnings: 278114
hand: 28887, type: ThreeOfAKind, rank: 483, bid: 138, winnings: 66654
hand: 28K2J, type: ThreeOfAKind, rank: 484, bid: 222, winnings: 107448
hand: 29Q22, type: ThreeOfAKind, rank: 485, bid: 674, winnings: 326890
hand: 2T2QJ, type: ThreeOfAKind, rank: 486, bid: 375, winnings: 182250
hand: 2T8TT, type: ThreeOfAKind, rank: 487, bid: 897, winnings: 436839
hand: 2QJ24, type: ThreeOfAKind, rank: 488, bid: 766, winnings: 373808
hand: 2Q232, type: ThreeOfAKind, rank: 489, bid: 210, winnings: 102690
hand: 2QQ8Q, type: ThreeOfAKind, rank: 490, bid: 244, winnings: 119560
hand: 3J234, type: ThreeOfAKind, rank: 491, bid: 807, winnings: 396237
hand: 3J639, type: ThreeOfAKind, rank: 492, bid: 149, winnings: 73308
hand: 32J2Q, type: ThreeOfAKind, rank: 493, bid: 428, winnings: 211004
hand: 3332T, type: ThreeOfAKind, rank: 494, bid: 865, winnings: 427310
hand: 333A5, type: ThreeOfAKind, rank: 495, bid: 457, winnings: 226215
hand: 337J9, type: ThreeOfAKind, rank: 496, bid: 141, winnings: 69936
hand: 33TQ3, type: ThreeOfAKind, rank: 497, bid: 974, winnings: 484078
hand: 3444Q, type: ThreeOfAKind, rank: 498, bid: 864, winnings: 430272
hand: 34KKJ, type: ThreeOfAKind, rank: 499, bid: 569, winnings: 283931
hand: 35559, type: ThreeOfAKind, rank: 500, bid: 705, winnings: 352500
hand: 3666K, type: ThreeOfAKind, rank: 501, bid: 247, winnings: 123747
hand: 373KJ, type: ThreeOfAKind, rank: 502, bid: 263, winnings: 132026
hand: 374J7, type: ThreeOfAKind, rank: 503, bid: 553, winnings: 278159
hand: 37477, type: ThreeOfAKind, rank: 504, bid: 931, winnings: 469224
hand: 385J5, type: ThreeOfAKind, rank: 505, bid: 429, winnings: 216645
hand: 387J8, type: ThreeOfAKind, rank: 506, bid: 663, winnings: 335478
hand: 39998, type: ThreeOfAKind, rank: 507, bid: 256, winnings: 129792
hand: 3TT8T, type: ThreeOfAKind, rank: 508, bid: 278, winnings: 141224
hand: 3Q343, type: ThreeOfAKind, rank: 509, bid: 936, winnings: 476424
hand: 3KKKQ, type: ThreeOfAKind, rank: 510, bid: 618, winnings: 315180
hand: 3KKAK, type: ThreeOfAKind, rank: 511, bid: 708, winnings: 361788
hand: 4J255, type: ThreeOfAKind, rank: 512, bid: 243, winnings: 124416
hand: 43533, type: ThreeOfAKind, rank: 513, bid: 572, winnings: 293436
hand: 44J26, type: ThreeOfAKind, rank: 514, bid: 365, winnings: 187610
hand: 44J8T, type: ThreeOfAKind, rank: 515, bid: 227, winnings: 116905
hand: 4448T, type: ThreeOfAKind, rank: 516, bid: 260, winnings: 134160
hand: 44TJ2, type: ThreeOfAKind, rank: 517, bid: 993, winnings: 513381
hand: 44Q49, type: ThreeOfAKind, rank: 518, bid: 539, winnings: 279202
hand: 44Q74, type: ThreeOfAKind, rank: 519, bid: 731, winnings: 379389
hand: 47KKK, type: ThreeOfAKind, rank: 520, bid: 783, winnings: 407160
hand: 48J47, type: ThreeOfAKind, rank: 521, bid: 955, winnings: 497555
hand: 48464, type: ThreeOfAKind, rank: 522, bid: 669, winnings: 349218
hand: 4QJAQ, type: ThreeOfAKind, rank: 523, bid: 374, winnings: 195602
hand: 4K474, type: ThreeOfAKind, rank: 524, bid: 932, winnings: 488368
hand: 4A442, type: ThreeOfAKind, rank: 525, bid: 802, winnings: 421050
hand: 5JJ8Q, type: ThreeOfAKind, rank: 526, bid: 226, winnings: 118876
hand: 5J2J7, type: ThreeOfAKind, rank: 527, bid: 350, winnings: 184450
hand: 5J6K5, type: ThreeOfAKind, rank: 528, bid: 217, winnings: 114576
hand: 5J9JT, type: ThreeOfAKind, rank: 529, bid: 281, winnings: 148649
hand: 5JQ22, type: ThreeOfAKind, rank: 530, bid: 502, winnings: 266060
hand: 53323, type: ThreeOfAKind, rank: 531, bid: 914, winnings: 485334
hand: 533K3, type: ThreeOfAKind, rank: 532, bid: 78, winnings: 41496
hand: 5388J, type: ThreeOfAKind, rank: 533, bid: 956, winnings: 509548
hand: 55235, type: ThreeOfAKind, rank: 534, bid: 551, winnings: 294234
hand: 55547, type: ThreeOfAKind, rank: 535, bid: 671, winnings: 358985
hand: 5557A, type: ThreeOfAKind, rank: 536, bid: 249, winnings: 133464
hand: 555Q3, type: ThreeOfAKind, rank: 537, bid: 277, winnings: 148749
hand: 55645, type: ThreeOfAKind, rank: 538, bid: 757, winnings: 407266
hand: 558J2, type: ThreeOfAKind, rank: 539, bid: 255, winnings: 137445
hand: 55954, type: ThreeOfAKind, rank: 540, bid: 385, winnings: 207900
hand: 55AJ8, type: ThreeOfAKind, rank: 541, bid: 496, winnings: 268336
hand: 5625J, type: ThreeOfAKind, rank: 542, bid: 93, winnings: 50406
hand: 577A7, type: ThreeOfAKind, rank: 543, bid: 851, winnings: 462093
hand: 57AJ7, type: ThreeOfAKind, rank: 544, bid: 564, winnings: 306816
hand: 5969J, type: ThreeOfAKind, rank: 545, bid: 672, winnings: 366240
hand: 598J5, type: ThreeOfAKind, rank: 546, bid: 729, winnings: 398034
hand: 5QJ5A, type: ThreeOfAKind, rank: 547, bid: 927, winnings: 507069
hand: 6JTTQ, type: ThreeOfAKind, rank: 548, bid: 185, winnings: 101380
hand: 626Q6, type: ThreeOfAKind, rank: 549, bid: 923, winnings: 506727
hand: 626K6, type: ThreeOfAKind, rank: 550, bid: 265, winnings: 145750
hand: 633TJ, type: ThreeOfAKind, rank: 551, bid: 295, winnings: 162545
hand: 633Q3, type: ThreeOfAKind, rank: 552, bid: 740, winnings: 408480
hand: 646A6, type: ThreeOfAKind, rank: 553, bid: 503, winnings: 278159
hand: 66T6K, type: ThreeOfAKind, rank: 554, bid: 734, winnings: 406636
hand: 67JQQ, type: ThreeOfAKind, rank: 555, bid: 289, winnings: 160395
hand: 67877, type: ThreeOfAKind, rank: 556, bid: 461, winnings: 256316
hand: 68J89, type: ThreeOfAKind, rank: 557, bid: 880, winnings: 490160
hand: 68788, type: ThreeOfAKind, rank: 558, bid: 896, winnings: 499968
hand: 6989J, type: ThreeOfAKind, rank: 559, bid: 221, winnings: 123539
hand: 69989, type: ThreeOfAKind, rank: 560, bid: 443, winnings: 248080
hand: 6Q6J3, type: ThreeOfAKind, rank: 561, bid: 435, winnings: 244035
hand: 6K766, type: ThreeOfAKind, rank: 562, bid: 60, winnings: 33720
hand: 7J746, type: ThreeOfAKind, rank: 563, bid: 407, winnings: 229141
hand: 7JT3J, type: ThreeOfAKind, rank: 564, bid: 829, winnings: 467556
hand: 72779, type: ThreeOfAKind, rank: 565, bid: 666, winnings: 376290
hand: 73T3J, type: ThreeOfAKind, rank: 566, bid: 334, winnings: 189044
hand: 74A77, type: ThreeOfAKind, rank: 567, bid: 997, winnings: 565299
hand: 76JA6, type: ThreeOfAKind, rank: 568, bid: 591, winnings: 335688
hand: 77J94, type: ThreeOfAKind, rank: 569, bid: 919, winnings: 522911
hand: 77JT6, type: ThreeOfAKind, rank: 570, bid: 679, winnings: 387030
hand: 77JA3, type: ThreeOfAKind, rank: 571, bid: 695, winnings: 396845
hand: 772QJ, type: ThreeOfAKind, rank: 572, bid: 796, winnings: 455312
hand: 772Q7, type: ThreeOfAKind, rank: 573, bid: 127, winnings: 72771
hand: 774JT, type: ThreeOfAKind, rank: 574, bid: 789, winnings: 452886
hand: 7747T, type: ThreeOfAKind, rank: 575, bid: 833, winnings: 478975
hand: 77A72, type: ThreeOfAKind, rank: 576, bid: 430, winnings: 247680
hand: 7888Q, type: ThreeOfAKind, rank: 577, bid: 925, winnings: 533725
hand: 7TTAT, type: ThreeOfAKind, rank: 578, bid: 316, winnings: 182648
hand: 7KJ99, type: ThreeOfAKind, rank: 579, bid: 683, winnings: 395457
hand: 7KKJ9, type: ThreeOfAKind, rank: 580, bid: 379, winnings: 219820
hand: 7A333, type: ThreeOfAKind, rank: 581, bid: 501, winnings: 291081
hand: 7A779, type: ThreeOfAKind, rank: 582, bid: 325, winnings: 189150
hand: 7ATJJ, type: ThreeOfAKind, rank: 583, bid: 361, winnings: 210463
hand: 8J7JK, type: ThreeOfAKind, rank: 584, bid: 798, winnings: 466032
hand: 8JTJ6, type: ThreeOfAKind, rank: 585, bid: 648, winnings: 379080
hand: 8JQ5Q, type: ThreeOfAKind, rank: 586, bid: 970, winnings: 568420
hand: 82555, type: ThreeOfAKind, rank: 587, bid: 291, winnings: 170817
hand: 832J8, type: ThreeOfAKind, rank: 588, bid: 147, winnings: 86436
hand: 83444, type: ThreeOfAKind, rank: 589, bid: 48, winnings: 28272
hand: 86J55, type: ThreeOfAKind, rank: 590, bid: 161, winnings: 94990
hand: 8887T, type: ThreeOfAKind, rank: 591, bid: 885, winnings: 523035
hand: 888T4, type: ThreeOfAKind, rank: 592, bid: 97, winnings: 57424
hand: 888A5, type: ThreeOfAKind, rank: 593, bid: 910, winnings: 539630
hand: 88983, type: ThreeOfAKind, rank: 594, bid: 675, winnings: 400950
hand: 889Q8, type: ThreeOfAKind, rank: 595, bid: 17, winnings: 10115
hand: 88Q38, type: ThreeOfAKind, rank: 596, bid: 396, winnings: 236016
hand: 8TTKT, type: ThreeOfAKind, rank: 597, bid: 985, winnings: 588045
hand: 8K5KK, type: ThreeOfAKind, rank: 598, bid: 805, winnings: 481390
hand: 8A883, type: ThreeOfAKind, rank: 599, bid: 463, winnings: 277337
hand: 9J767, type: ThreeOfAKind, rank: 600, bid: 972, winnings: 583200
hand: 9J7A9, type: ThreeOfAKind, rank: 601, bid: 394, winnings: 236794
hand: 92444, type: ThreeOfAKind, rank: 602, bid: 406, winnings: 244412
hand: 942J2, type: ThreeOfAKind, rank: 603, bid: 386, winnings: 232758
hand: 94399, type: ThreeOfAKind, rank: 604, bid: 869, winnings: 524876
hand: 9496J, type: ThreeOfAKind, rank: 605, bid: 774, winnings: 468270
hand: 94969, type: ThreeOfAKind, rank: 606, bid: 410, winnings: 248460
hand: 9552J, type: ThreeOfAKind, rank: 607, bid: 504, winnings: 305928
hand: 959Q9, type: ThreeOfAKind, rank: 608, bid: 79, winnings: 48032
hand: 96466, type: ThreeOfAKind, rank: 609, bid: 487, winnings: 296583
hand: 9777Q, type: ThreeOfAKind, rank: 610, bid: 738, winnings: 450180
hand: 9794J, type: ThreeOfAKind, rank: 611, bid: 966, winnings: 590226
hand: 98J9Q, type: ThreeOfAKind, rank: 612, bid: 378, winnings: 231336
hand: 988A8, type: ThreeOfAKind, rank: 613, bid: 143, winnings: 87659
hand: 98TTT, type: ThreeOfAKind, rank: 614, bid: 446, winnings: 273844
hand: 99K9A, type: ThreeOfAKind, rank: 615, bid: 412, winnings: 253380
hand: 99A69, type: ThreeOfAKind, rank: 616, bid: 488, winnings: 300608
hand: 99A9T, type: ThreeOfAKind, rank: 617, bid: 771, winnings: 475707
hand: 9TQQQ, type: ThreeOfAKind, rank: 618, bid: 395, winnings: 244110
hand: 9Q5QQ, type: ThreeOfAKind, rank: 619, bid: 808, winnings: 500152
hand: 9Q799, type: ThreeOfAKind, rank: 620, bid: 14, winnings: 8680
hand: 9KJ55, type: ThreeOfAKind, rank: 621, bid: 299, winnings: 185679
hand: T222A, type: ThreeOfAKind, rank: 622, bid: 204, winnings: 126888
hand: T24TJ, type: ThreeOfAKind, rank: 623, bid: 117, winnings: 72891
hand: T3JJ9, type: ThreeOfAKind, rank: 624, bid: 707, winnings: 441168
hand: T7797, type: ThreeOfAKind, rank: 625, bid: 604, winnings: 377500
hand: T929J, type: ThreeOfAKind, rank: 626, bid: 743, winnings: 465118
hand: T97TT, type: ThreeOfAKind, rank: 627, bid: 646, winnings: 405042
hand: TT7T5, type: ThreeOfAKind, rank: 628, bid: 843, winnings: 529404
hand: TTTK3, type: ThreeOfAKind, rank: 629, bid: 357, winnings: 224553
hand: TTQJ7, type: ThreeOfAKind, rank: 630, bid: 493, winnings: 310590
hand: TTQAT, type: ThreeOfAKind, rank: 631, bid: 381, winnings: 240411
hand: TQ5TJ, type: ThreeOfAKind, rank: 632, bid: 530, winnings: 334960
hand: TK3KK, type: ThreeOfAKind, rank: 633, bid: 87, winnings: 55071
hand: TK4JT, type: ThreeOfAKind, rank: 634, bid: 819, winnings: 519246
hand: TK7JJ, type: ThreeOfAKind, rank: 635, bid: 101, winnings: 64135
hand: TKKK5, type: ThreeOfAKind, rank: 636, bid: 879, winnings: 559044
hand: TAAA3, type: ThreeOfAKind, rank: 637, bid: 376, winnings: 239512
hand: QJ272, type: ThreeOfAKind, rank: 638, bid: 106, winnings: 67628
hand: Q22K2, type: ThreeOfAKind, rank: 639, bid: 393, winnings: 251127
hand: Q44JK, type: ThreeOfAKind, rank: 640, bid: 525, winnings: 336000
hand: Q58QQ, type: ThreeOfAKind, rank: 641, bid: 437, winnings: 280117
hand: Q5QQ7, type: ThreeOfAKind, rank: 642, bid: 475, winnings: 304950
hand: Q5QQK, type: ThreeOfAKind, rank: 643, bid: 257, winnings: 165251
hand: Q6QAQ, type: ThreeOfAKind, rank: 644, bid: 867, winnings: 558348
hand: Q7JT7, type: ThreeOfAKind, rank: 645, bid: 448, winnings: 288960
hand: QQTQ4, type: ThreeOfAKind, rank: 646, bid: 973, winnings: 628558
hand: QQTQ7, type: ThreeOfAKind, rank: 647, bid: 642, winnings: 415374
hand: QQQ27, type: ThreeOfAKind, rank: 648, bid: 200, winnings: 129600
hand: QQA5Q, type: ThreeOfAKind, rank: 649, bid: 858, winnings: 556842
hand: QK99J, type: ThreeOfAKind, rank: 650, bid: 838, winnings: 544700
hand: QA5JQ, type: ThreeOfAKind, rank: 651, bid: 585, winnings: 380835
hand: KJT5J, type: ThreeOfAKind, rank: 652, bid: 73, winnings: 47596
hand: KJTK5, type: ThreeOfAKind, rank: 653, bid: 639, winnings: 417267
hand: KJK48, type: ThreeOfAKind, rank: 654, bid: 251, winnings: 164154
hand: K2J32, type: ThreeOfAKind, rank: 655, bid: 915, winnings: 599325
hand: K4J55, type: ThreeOfAKind, rank: 656, bid: 912, winnings: 598272
hand: K5J6K, type: ThreeOfAKind, rank: 657, bid: 340, winnings: 223380
hand: K5KK2, type: ThreeOfAKind, rank: 658, bid: 621, winnings: 408618
hand: K86J6, type: ThreeOfAKind, rank: 659, bid: 482, winnings: 317638
hand: K88J6, type: ThreeOfAKind, rank: 660, bid: 853, winnings: 562980
hand: K8KJA, type: ThreeOfAKind, rank: 661, bid: 834, winnings: 551274
hand: K9993, type: ThreeOfAKind, rank: 662, bid: 70, winnings: 46340
hand: K9TTJ, type: ThreeOfAKind, rank: 663, bid: 485, winnings: 321555
hand: KT7JK, type: ThreeOfAKind, rank: 664, bid: 748, winnings: 496672
hand: KK27K, type: ThreeOfAKind, rank: 665, bid: 252, winnings: 167580
hand: KK46K, type: ThreeOfAKind, rank: 666, bid: 811, winnings: 540126
hand: KK4TJ, type: ThreeOfAKind, rank: 667, bid: 937, winnings: 624979
hand: KK6J4, type: ThreeOfAKind, rank: 668, bid: 195, winnings: 130260
hand: KA5KK, type: ThreeOfAKind, rank: 669, bid: 790, winnings: 528510
hand: AJ38A, type: ThreeOfAKind, rank: 670, bid: 763, winnings: 511210
hand: AJTJ3, type: ThreeOfAKind, rank: 671, bid: 650, winnings: 436150
hand: AJTT4, type: ThreeOfAKind, rank: 672, bid: 578, winnings: 388416
hand: A2223, type: ThreeOfAKind, rank: 673, bid: 28, winnings: 18844
hand: A434J, type: ThreeOfAKind, rank: 674, bid: 812, winnings: 547288
hand: A6AA5, type: ThreeOfAKind, rank: 675, bid: 328, winnings: 221400
hand: A84AA, type: ThreeOfAKind, rank: 676, bid: 370, winnings: 250120
hand: A98AA, type: ThreeOfAKind, rank: 677, bid: 99, winnings: 67023
hand: AQJ5A, type: ThreeOfAKind, rank: 678, bid: 118, winnings: 80004
hand: AQ7AA, type: ThreeOfAKind, rank: 679, bid: 121, winnings: 82159
hand: AQ9JA, type: ThreeOfAKind, rank: 680, bid: 643, winnings: 437240
hand: AQKAA, type: ThreeOfAKind, rank: 681, bid: 42, winnings: 28602
hand: AAJ53, type: ThreeOfAKind, rank: 682, bid: 424, winnings: 289168
hand: AA2A4, type: ThreeOfAKind, rank: 683, bid: 336, winnings: 229488
hand: AA3A9, type: ThreeOfAKind, rank: 684, bid: 177, winnings: 121068
hand: AA4A6, type: ThreeOfAKind, rank: 685, bid: 163, winnings: 111655
hand: AAA28, type: ThreeOfAKind, rank: 686, bid: 480, winnings: 329280
hand: AAATQ, type: ThreeOfAKind, rank: 687, bid: 318, winnings: 218466
hand: J2233, type: FullHouse, rank: 688, bid: 532, winnings: 366016
hand: J33QQ, type: FullHouse, rank: 689, bid: 179, winnings: 123331
hand: J3838, type: FullHouse, rank: 690, bid: 19, winnings: 13110
hand: J6969, type: FullHouse, rank: 691, bid: 968, winnings: 668888
hand: J6TT6, type: FullHouse, rank: 692, bid: 49, winnings: 33908
hand: J77KK, type: FullHouse, rank: 693, bid: 723, winnings: 501039
hand: J8T8T, type: FullHouse, rank: 694, bid: 408, winnings: 283152
hand: JK9K9, type: FullHouse, rank: 695, bid: 444, winnings: 308580
hand: JKQKQ, type: FullHouse, rank: 696, bid: 980, winnings: 682080
hand: JAA66, type: FullHouse, rank: 697, bid: 826, winnings: 575722
hand: 22299, type: FullHouse, rank: 698, bid: 797, winnings: 556306
hand: 22525, type: FullHouse, rank: 699, bid: 737, winnings: 515163
hand: 22999, type: FullHouse, rank: 700, bid: 240, winnings: 168000
hand: 22K2K, type: FullHouse, rank: 701, bid: 736, winnings: 515936
hand: 22AA2, type: FullHouse, rank: 702, bid: 201, winnings: 141102
hand: 22AAA, type: FullHouse, rank: 703, bid: 235, winnings: 165205
hand: 23332, type: FullHouse, rank: 704, bid: 629, winnings: 442816
hand: 242J4, type: FullHouse, rank: 705, bid: 625, winnings: 440625
hand: 2552J, type: FullHouse, rank: 706, bid: 293, winnings: 206858
hand: 26662, type: FullHouse, rank: 707, bid: 169, winnings: 119483
hand: 28228, type: FullHouse, rank: 708, bid: 61, winnings: 43188
hand: 2992J, type: FullHouse, rank: 709, bid: 846, winnings: 599814
hand: 2T2TT, type: FullHouse, rank: 710, bid: 827, winnings: 587170
hand: 2TT22, type: FullHouse, rank: 711, bid: 776, winnings: 551736
hand: 2K2KK, type: FullHouse, rank: 712, bid: 137, winnings: 97544
hand: 3JKK3, type: FullHouse, rank: 713, bid: 758, winnings: 540454
hand: 32232, type: FullHouse, rank: 714, bid: 873, winnings: 623322
hand: 33355, type: FullHouse, rank: 715, bid: 23, winnings: 16445
hand: 333AA, type: FullHouse, rank: 716, bid: 382, winnings: 273512
hand: 33555, type: FullHouse, rank: 717, bid: 402, winnings: 288234
hand: 33TTT, type: FullHouse, rank: 718, bid: 335, winnings: 240530
hand: 36J36, type: FullHouse, rank: 719, bid: 4, winnings: 2876
hand: 36663, type: FullHouse, rank: 720, bid: 799, winnings: 575280
hand: 37377, type: FullHouse, rank: 721, bid: 990, winnings: 713790
hand: 37733, type: FullHouse, rank: 722, bid: 18, winnings: 12996
hand: 3T3T3, type: FullHouse, rank: 723, bid: 441, winnings: 318843
hand: 3QQQ3, type: FullHouse, rank: 724, bid: 85, winnings: 61540
hand: 3AAA3, type: FullHouse, rank: 725, bid: 160, winnings: 116000
hand: 42422, type: FullHouse, rank: 726, bid: 744, winnings: 540144
hand: 43443, type: FullHouse, rank: 727, bid: 906, winnings: 658662
hand: 44333, type: FullHouse, rank: 728, bid: 478, winnings: 347984
hand: 44477, type: FullHouse, rank: 729, bid: 560, winnings: 408240
hand: 44499, type: FullHouse, rank: 730, bid: 775, winnings: 565750
hand: 44666, type: FullHouse, rank: 731, bid: 387, winnings: 282897
hand: 44884, type: FullHouse, rank: 732, bid: 949, winnings: 694668
hand: 449J9, type: FullHouse, rank: 733, bid: 33, winnings: 24189
hand: 44TTT, type: FullHouse, rank: 734, bid: 781, winnings: 573254
hand: 4747J, type: FullHouse, rank: 735, bid: 495, winnings: 363825
hand: 4Q44Q, type: FullHouse, rank: 736, bid: 940, winnings: 691840
hand: 4AAA4, type: FullHouse, rank: 737, bid: 432, winnings: 318384
hand: 5J445, type: FullHouse, rank: 738, bid: 262, winnings: 193356
hand: 53J53, type: FullHouse, rank: 739, bid: 477, winnings: 352503
hand: 5588J, type: FullHouse, rank: 740, bid: 598, winnings: 442520
hand: 55AA5, type: FullHouse, rank: 741, bid: 780, winnings: 577980
hand: 55AAA, type: FullHouse, rank: 742, bid: 26, winnings: 19292
hand: 566J5, type: FullHouse, rank: 743, bid: 63, winnings: 46809
hand: 57575, type: FullHouse, rank: 744, bid: 296, winnings: 220224
hand: 58585, type: FullHouse, rank: 745, bid: 693, winnings: 516285
hand: 59559, type: FullHouse, rank: 746, bid: 722, winnings: 538612
hand: 5T55T, type: FullHouse, rank: 747, bid: 680, winnings: 507960
